,Id,DiagnosticSalesVolume,DistrictId,Activity,HoldingActivity,HoldingYear,Rooms,Square,WorkingSquare,OperatingSquare,Мarketing_1,PromAct,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1
33,13912,123943.0479505443,44,7,9.0,1991,1.0,34.767226881668705,18.209648101536548,6.0,1036.0,B,0.036122292,B,B,24,4378,0,NaN,1,1
34,8391,141075.8563245312,90,2,5.0,1991,2.0,42.17678220950819,28.085689937853196,5.0,1937.0,B,0.265088676,B,B,37,5288,0,NaN,3,2
35,6493,322297.533053793,200,6,5.0,1991,3.0,85.28038875664878,58.44796717906255,9.0,,B,0.0,B,B,33,7425,1,NaN,2,5
36,11710,82808.17888117021,23,4,17.0,1991,1.0,41.11876598003856,,1.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
37,14598,229644.8100341839,43,5,9.0,1991,2.0,43.70166178867073,26.350358249023103,5.0,2890.0,B,0.0150168919999999,B,B,17,3079,59,NaN,0,8
38,8231,153240.09708529728,177,9,20.0,2012,3.0,77.8739361356098,48.99113289942049,12.0,2672.0,B,0.0,B,B,36,6714,2,NaN,0,2
39,9378,183822.44632137497,23,16,0.0,1991,2.0,60.503248324677,,0.0,,B,0.034656082,B,B,0,168,0,NaN,0,0
40,10746,137013.5595419082,99,4,5.0,1991,2.0,45.25713880537702,32.61382570011897,5.0,1322.0,B,0.033493708,B,B,66,10573,1,NaN,3,8
41,1860,157965.53665142087,101,5,5.0,1991,3.0,58.4198155580721,37.27561392063118,5.0,1548.0,B,0.225824954,A,B,41,6558,7,NaN,3,2
42,9840,156863.12583148523,1,9,17.0,1991,2.0,56.49431782042168,54.72356903322895,0.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
43,182,147600.80898010157,23,16,17.0,1991,2.0,58.692132931238426,,1.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
44,10528,348369.6384560047,38,20,0.0,2017,3.0,104.21139562017449,106.34040255951888,0.0,520.0,B,0.060753049,B,B,15,2787,2,NaN,0,7
45,7015,147061.05321794454,21,5,5.0,1991,2.0,48.85174210675612,33.53343210586304,5.0,125.0,B,0.194489265,B,B,47,8004,3,NaN,3,5
46,1828,70771.54031604705,23,9,12.0,1991,2.0,49.92948862213306,,1.0,,B,0.034656082,B,B,0,168,0,NaN,0,0
47,14299,187241.8124212905,103,7,16.0,1991,1.0,41.53813827372754,23.292934580888872,8.0,,B,0.0144231139999999,B,B,19,3806,4,NaN,0,3
48,7603,76823.33430186816,23,3,9.0,1991,1.0,47.08010024748141,46.80798919400547,12.0,,B,0.014072961,B,B,2,475,0,NaN,0,0
49,13400,171786.67380667082,98,8,14.0,2003,1.0,41.27061351984075,20.45594534035546,7.0,,B,0.195781053,B,B,23,5212,6,NaN,3,2
50,2228,138236.69366174488,170,3,5.0,1991,1.0,35.39023537965956,21.675589451961883,5.0,1450.0,A,0.21843974,B,B,21,4472,6,NaN,4,7
51,10110,119089.7681394671,94,11,9.0,1991,1.0,35.28089402875877,23.354176234674952,6.0,,B,0.282797669,B,B,33,8667,2,NaN,0,6
52,2308,159372.36178346176,1,17,20.0,2016,2.0,61.400054374659,65.22460279642264,0.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
53,6462,146357.0896248329,44,3,14.0,1991,1.0,31.893483476039908,20.94667055523254,7.0,,B,0.175054867,B,B,36,10055,3,NaN,1,0
54,16341,125181.2914786438,1,14,17.0,1991,1.0,42.41417613853096,,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
55,3970,221079.92982708864,48,4,9.0,1991,3.0,60.49673620327934,38.70193286627448,6.0,,B,0.041124634,B,B,46,9515,5,NaN,1,10
56,10072,223295.9307378413,5,14,20.0,1991,2.0,54.47743204165913,31.149444195768496,7.0,2643.0,B,0.150817539,B,B,16,3433,4,NaN,4,5
57,3210,72242.93254639834,23,3,3.0,1991,2.0,56.21870163187176,,1.0,,B,0.005767451,B,B,1,388,0,NaN,0,0
58,1989,118109.4082848359,28,1,12.0,1991,1.0,38.007936217693626,23.281713820168363,9.0,1183.0,B,0.118537385,B,B,30,6207,1,NaN,1,0
59,12400,193921.787655204,11,5,16.0,1991,2.0,57.32249447212715,31.78800632302188,10.0,,B,0.0001696759999999,B,B,36,5992,0,NaN,1,1
60,16608,166113.34079187753,88,6,12.0,1991,2.0,47.31752643089487,31.100516771763807,6.0,,B,0.127375905,B,B,43,8429,3,NaN,3,9
61,4198,157875.03838824833,1,10,17.0,1991,2.0,65.02389875686265,,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
62,7626,80377.56209045782,47,1,12.0,1991,2.0,54.78732376431341,33.512142879434535,8.0,240.0,B,6.99893e-05,B,B,46,10309,1,NaN,1,16
63,7612,90893.77565654273,6,6,12.0,2014,1.0,42.50553193590355,,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
64,9730,126519.14918688987,52,5,17.0,1991,2.0,64.14115197487071,,1.0,750.0,B,0.371148999,B,B,34,7065,1,NaN,2,5
65,11405,91250.47363273872,62,6,0.0,1991,1.0,41.19418849786451,,0.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
66,3766,271531.6400152317,31,17,17.0,2001,2.0,57.95597269122313,32.27257840039711,9.0,830.0,B,0.151346216,B,A,32,5889,10,NaN,4,1
67,8450,144431.11913793188,57,7,5.0,1991,2.0,45.96488978915266,29.14121181617378,5.0,1406.0,A,0.133215333,B,B,49,11395,3,NaN,3,4
68,1070,143827.5786671993,77,14,12.0,1991,1.0,42.67884386982604,23.918634033545924,8.0,240.0,B,6.99893e-05,B,B,46,10309,1,NaN,1,16
69,6932,182867.20085756324,27,15,17.0,2016,2.0,64.92910276079539,63.30460517784749,10.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
70,10369,133619.1785145034,27,9,0.0,1991,2.0,79.22704893716298,,0.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
71,2143,194783.9008842496,74,12,17.0,2017,2.0,84.68773160202026,81.90555163617604,0.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
72,14682,128233.73096145329,74,18,17.0,1991,1.0,52.45758937232919,52.42334455610409,0.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
73,9420,139962.11535255422,79,2,16.0,1991,1.0,39.42966643301249,18.519732724337832,9.0,,B,0.16909109,B,B,19,3856,10,NaN,2,5
74,4021,152610.38524034893,6,17,17.0,2016,2.0,63.18442201310369,61.142893772269815,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
75,12253,157680.83927034808,9,11,16.0,2006,1.0,50.2991671506794,24.3496040418,9.0,,B,0.136244425,B,B,11,2370,0,NaN,0,1
76,14027,144934.11392285672,34,2,1.0,2016,1.0,47.90932737998547,42.78238540963263,1.0,,B,0.069753361,B,B,53,13670,4,NaN,1,11
77,2442,213591.2129134693,85,6,9.0,1991,4.0,65.55983414534953,47.69625495229669,6.0,2300.0,B,0.037177818,B,B,52,11217,1,NaN,1,7
78,7765,203389.06006844962,156,13,17.0,2009,1.0,39.24892718662953,21.592325047856097,7.0,2301.0,B,0.007658515,B,B,35,7077,56,NaN,3,19
79,12169,147790.33685552297,69,1,16.0,1991,1.0,39.25255481200749,19.394250723900623,7.0,,B,0.000991363,B,B,33,6783,3,NaN,1,9
80,15607,208868.81952474007,108,9,12.0,1991,2.0,49.88874002058505,31.603650465162,6.0,,B,0.0,B,B,23,3684,2,NaN,0,4
81,6839,207434.41769798228,96,5,10.0,1994,2.0,62.78380934113364,35.222368111513255,10.0,,B,0.041116354,B,B,53,14892,4,NaN,1,4
82,2959,93329.2763919841,169,3,14.0,1991,2.0,58.43360726566507,31.08698930261341,8.0,1994.0,B,0.210473241,B,B,11,2398,2,NaN,3,0
83,2862,214087.8618011718,18,10,11.0,2000,2.0,61.71855284835026,33.0401150131786,10.0,,A,0.0,B,B,30,5562,0,NaN,0,5
84,7495,122430.57558826251,21,2,12.0,1991,1.0,42.5012260708919,22.91573470453811,8.0,125.0,B,0.194489265,B,B,47,8004,3,NaN,3,5
85,11255,191023.55812074553,27,2,9.0,2000,2.0,54.58323128280291,33.32030228893807,11.0,,B,0.041116354,B,B,53,14892,4,NaN,1,4
86,9620,408560.35578791314,148,16,1.0,2012,3.0,127.48158341963554,,1.0,3855.0,B,0.3139245519999999,B,B,22,4625,11,NaN,2,10
87,16681,168291.45177516705,94,11,9.0,1991,2.0,47.14562641451781,30.738284138231357,5.0,,B,0.127375905,B,B,43,8429,3,NaN,3,9
88,3925,158546.46153560368,41,5,9.0,1991,2.0,48.07704110377844,28.835116601308275,5.0,,B,0.175054867,B,B,36,10055,3,NaN,1,0
89,11909,195059.83437703192,128,7,17.0,1994,2.0,52.08218293973108,34.01705745296253,8.0,30.0,B,0.0,B,B,27,4798,0,NaN,2,8
90,13402,193685.6782922673,10,12,12.0,1991,2.0,50.29076173681866,32.46080944051039,6.0,,B,0.089039719,B,B,33,7976,5,NaN,0,11
91,1843,170228.80136011489,144,2,5.0,1991,2.0,49.03078774789541,31.91889562577639,8.0,1575.0,B,0.306977489,B,B,27,5148,14,NaN,5,7
92,1678,244586.06903628033,120,4,5.0,1991,3.0,58.57037093462772,37.434125981371615,5.0,2300.0,B,0.341071945,B,B,27,5664,48,NaN,3,11
93,9565,125100.0160018174,39,7,9.0,1991,1.0,34.19820977216433,20.981127484293157,6.0,730.0,B,0.4288258179999999,B,B,25,5011,8,NaN,0,2
94,13894,332318.85842450085,7,16,17.0,1991,3.0,74.97105425768765,46.23924761599082,10.0,,B,0.0,B,B,23,5067,4,NaN,2,6
95,4287,229251.55357744906,34,6,1.0,2014,2.0,61.33496777880346,4.091944920685359,1.0,,B,0.069753361,B,B,53,13670,4,NaN,1,11
96,14326,173879.40527159942,27,2,7.0,1998,2.0,58.93727974313555,34.74006979324089,11.0,,B,0.041116354,B,B,53,14892,4,NaN,1,4
97,13678,232846.46471955354,84,9,9.0,1991,3.0,63.728236554474776,38.960935131663554,6.0,4087.0,B,0.149666373,B,B,22,4789,2,NaN,4,1
98,9760,88496.50345639209,23,14,17.0,1991,1.0,41.84569772836166,,1.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
99,13584,132015.1587714796,61,8,9.0,1991,1.0,33.646711450929125,21.423552980052552,5.0,,B,0.300322518,B,B,52,10311,6,NaN,1,9
100,14763,140151.16657267662,1,10,20.0,1991,1.0,50.61776843485736,46.50567613406383,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
101,3980,73701.64943061408,1,14,14.0,2014,2.0,62.96990315347616,31.74561055395469,10.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
102,13964,219656.5740006323,123,12,17.0,2005,2.0,58.91191808519165,33.6122411146587,9.0,1145.0,B,0.0,B,B,47,11319,0,NaN,3,5
103,11772,90600.34120027776,23,3,3.0,1991,2.0,48.76013224783535,,1.0,,B,0.034656082,B,B,0,168,0,NaN,0,0
104,2937,147338.380511441,9,6,1.0,1991,2.0,62.34715418212179,,1.0,30.0,B,0.161531741,B,B,25,5648,1,NaN,2,4
105,6503,193135.677497736,1,7,17.0,1991,2.0,53.18796830353498,34.82049795088077,8.0,240.0,B,0.025609157,B,B,33,5261,0,NaN,3,1
106,8368,216057.29561208622,57,10,12.0,1991,3.0,64.0151002560132,43.84285219250445,6.0,1406.0,A,0.133215333,B,B,49,11395,3,NaN,3,4
107,9977,302865.23295976286,159,2,9.0,1991,3.0,61.80902159655469,40.44472528024896,6.0,2890.0,B,0.0150168919999999,B,B,17,3079,59,NaN,0,8
108,3283,154100.0395197956,27,8,17.0,2016,2.0,62.22456919797416,58.5039850086156,1.0,,B,0.017647053,B,B,2,469,0,NaN,0,0
109,6768,160896.85642911214,70,3,9.0,1991,2.0,45.59291291275085,27.27845940340863,6.0,,A,0.002211665,B,B,39,7614,3,NaN,1,5
110,11455,120410.77990987612,39,12,12.0,1991,1.0,35.683059286946204,18.66223506733892,7.0,730.0,B,0.4288258179999999,B,B,25,5011,8,NaN,0,2
111,12435,163843.8746841693,94,12,14.0,1991,2.0,39.900424683233375,26.477223105164704,6.0,,B,0.282797669,B,B,33,8667,2,NaN,0,6
112,8590,250762.0281876513,129,11,12.0,1991,3.0,65.68346852974332,43.533322473808525,7.0,1340.0,B,0.020741326,B,B,24,5613,5,NaN,2,5
113,2523,180711.75299626033,3,3,14.0,1991,1.0,42.145274302242434,21.30455608889669,10.0,1937.0,B,0.265088676,B,B,37,5288,0,NaN,3,2
114,14642,179797.44948530773,95,1,5.0,1991,2.0,42.389567415418014,33.06483544074146,5.0,1786.0,B,0.0,B,B,7,1660,39,NaN,1,5
115,12384,171038.54812106196,27,13,1.0,1991,2.0,60.44585456445121,,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
116,14578,170257.339780099,78,18,20.0,2011,1.0,44.570412123654016,19.485741143328703,10.0,165.0,B,0.0922906419999999,B,B,21,4346,2,NaN,1,2
117,3982,149122.78735116287,1,9,17.0,1991,2.0,65.00927913436702,,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
118,14829,234697.5660469084,18,9,17.0,1997,3.0,76.23513674330522,47.001817296653726,10.0,,A,0.0,B,B,30,5562,0,NaN,0,5
119,374,200373.5846214529,45,16,14.0,2015,1.0,42.367288692851375,40.012528663007295,1.0,,B,0.195781053,B,B,23,5212,6,NaN,3,2
120,9710,298808.04570261796,15,10,17.0,2008,4.0,98.6867031290387,57.307057812964345,15.0,,B,0.158249043,B,B,21,5731,0,NaN,1,0
121,10942,215744.51053954242,121,5,5.0,1991,3.0,60.4381691785688,43.96785075861281,5.0,628.0,B,0.212515361,B,B,19,3293,16,NaN,3,7
122,5274,134881.57984363596,49,18,17.0,2010,1.0,43.44426635232809,20.7024088953552,8.0,1340.0,B,0.020741326,B,B,24,5613,5,NaN,2,5
123,8760,247750.87414452794,25,4,3.0,2017,3.0,85.95230644639722,89.80375267249289,1.0,,B,0.069753361,B,B,53,13670,4,NaN,1,11
124,11286,348727.28780383104,19,3,20.0,2004,2.0,74.44137733392218,35.64026901404005,9.0,,B,0.000991363,B,B,33,6783,3,NaN,1,9
125,8698,147459.9207089869,1,13,17.0,1991,2.0,55.2332130691251,,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
126,16195,283903.5225470113,59,5,17.0,1991,2.0,61.502134430937154,33.12142623794768,10.0,176.0,B,0.019508796,B,B,37,7687,11,NaN,5,5
127,10344,162740.31685148398,28,3,9.0,1991,2.0,43.771829534570266,33.24216720327901,5.0,1183.0,B,0.118537385,B,B,30,6207,1,NaN,1,0
128,12094,253837.04423973133,2,4,9.0,1991,3.0,60.15940612151951,46.354526718512815,5.0,990.0,B,0.309479124,B,B,35,7715,4,NaN,0,6
129,6079,140719.9826269038,6,10,9.0,2015,1.0,65.10201679019049,64.62260302448165,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
130,6607,124249.83586018042,96,1,9.0,1991,1.0,35.99013769288014,18.12583002371395,1.0,,B,0.041116354,B,B,53,14892,4,NaN,1,4
131,10733,212783.07022439578,27,13,1.0,1991,3.0,89.6929642467968,87.62381427680403,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
132,3435,116849.38445202168,108,19,20.0,2007,3.0,110.20396948700356,59.27070227635576,12.0,176.0,B,0.019508796,B,B,37,7687,11,NaN,5,5
133,15393,141184.37213863732,127,3,5.0,1991,2.0,45.923672661582266,26.177752782849083,5.0,,B,0.486245621,B,B,13,2514,19,NaN,0,6
134,12620,144582.1148328758,6,5,17.0,1991,2.0,65.49667436641931,5.589323580442588,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
135,3756,69746.01870794159,85,16,20.0,1991,1.0,42.19894558704248,20.794835924374308,10.0,2300.0,B,0.037177818,B,B,52,11217,1,NaN,1,7
136,6179,93554.13683584478,27,2,5.0,1991,2.0,92.40000684071424,92.06923622776029,10.0,,B,0.07542368,B,B,11,3097,0,NaN,0,0
137,8180,234174.65008041836,56,10,20.0,1999,1.0,40.812877553246935,23.09788779329753,10.0,,B,0.0,B,B,23,5067,4,NaN,2,6
138,14908,342020.8028920987,31,11,12.0,2008,2.0,62.30129218800013,30.388568968400403,10.0,830.0,B,0.151346216,B,A,32,5889,10,NaN,4,1
139,9749,155608.1183116122,1,11,17.0,1991,2.0,63.672610618053405,,1.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
140,12263,161293.01911807337,169,7,9.0,1991,1.0,33.25798132827507,18.181442895582563,5.0,192.0,B,0.178916796,B,B,18,3594,4,NaN,1,5
141,3846,335754.3824270596,31,6,5.0,1991,3.0,78.47198680838288,52.70682355093004,8.0,830.0,B,0.151346216,B,A,32,5889,10,NaN,4,1
142,10842,141947.80717688368,61,5,5.0,1991,2.0,45.58698248918699,34.68238548099001,5.0,,B,0.298204575,B,B,16,4048,3,NaN,1,3
143,5467,137520.86992674152,74,8,12.0,1991,1.0,50.1451762027309,,1.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
144,13766,191230.8720183582,109,5,20.0,1991,1.0,40.11736379193481,21.391897654599497,10.0,46.0,B,0.0,B,B,25,5027,4,NaN,1,1
145,14794,193390.2467979329,34,20,19.0,2017,2.0,60.366625674269216,57.70914937562125,10.0,,B,0.069753361,B,B,53,13670,4,NaN,1,11
146,9899,136451.52697630972,62,13,20.0,1991,2.0,71.3047632136293,,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
147,3294,165424.43910161316,27,7,17.0,2015,3.0,92.8855438693015,91.6422491667201,13.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
148,7974,150319.37756852084,9,12,17.0,1993,1.0,37.47019524242762,21.485797280082046,7.0,,B,0.069753361,B,B,53,13670,4,NaN,1,11
149,10673,110124.89833957514,94,8,16.0,1991,1.0,37.98575172539788,20.142098703933197,9.0,,B,0.521867054,B,B,25,6149,0,NaN,0,0
150,8148,372053.65270673786,46,13,16.0,2014,2.0,69.80461247985367,33.829660084365926,12.0,,B,0.188783766,B,B,31,6137,4,NaN,0,1
151,11424,116753.24426688359,17,6,16.0,1991,1.0,40.09075455020088,22.393898211263423,8.0,3300.0,B,0.093442564,B,B,23,4635,5,NaN,2,4
152,14148,91334.82616261188,23,2,1.0,1991,2.0,57.69961907981183,,10.0,,B,0.034656082,B,B,0,168,0,NaN,0,0
153,9877,105437.97782751413,62,5,1.0,2015,1.0,51.83147294769088,53.49130060550926,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
154,4961,98999.84900299684,23,9,20.0,1991,1.0,44.64789756749945,41.555841756681,1.0,,B,0.075778755,B,B,6,1437,3,NaN,0,2
155,14116,103050.85617910187,62,6,1.0,1991,1.0,47.577279537654775,43.12350833882252,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
156,14265,151525.82083256796,44,6,5.0,1991,2.0,44.51140745026622,29.84746226754347,5.0,1308.0,B,0.122190486,B,B,25,4724,2,NaN,1,3
157,15855,89111.58484701031,23,3,1.0,2017,3.0,70.21457474548518,49.36408502718782,9.0,,B,0.005767451,B,B,1,388,0,NaN,0,0
158,16786,139750.05294903496,27,2,20.0,1991,3.0,51.9910643544554,4.896201920014865,1.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
159,15592,161856.98517827204,85,15,20.0,1991,1.0,44.03852399189158,40.43580444491609,1.0,2300.0,B,0.037177818,B,B,52,11217,1,NaN,1,7
160,3529,154688.98385198633,6,2,1.0,1991,1.0,66.41984149373266,3.98710087947258,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
161,4270,117632.18089631389,27,5,3.0,2017,1.0,54.25519113954791,51.135218544797326,0.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
162,14271,149206.5668518704,119,6,9.0,1991,2.0,45.22268973027529,33.485942821149045,5.0,,B,0.000995363,B,B,42,7651,1,NaN,1,5
163,665,174714.34742895444,99,7,9.0,1991,2.0,47.01806447731696,28.628675868453108,6.0,2078.0,B,0.012338886,B,B,35,5776,1,NaN,2,4
164,6642,115520.2062143653,96,3,9.0,1999,2.0,57.63916715391909,34.8831258893622,8.0,,B,0.041116354,B,B,53,14892,4,NaN,1,4
165,14812,179422.26482090517,41,7,12.0,1991,2.0,54.4778683522394,33.34848235863591,8.0,240.0,B,6.99893e-05,B,B,46,10309,1,NaN,1,16
166,16398,171102.0478103204,57,4,12.0,1991,2.0,56.384773305431374,30.57114898010994,8.0,1406.0,A,0.133215333,B,B,49,11395,3,NaN,3,4
167,7030,196104.08530996888,1,11,9.0,1991,2.0,71.0055747817242,,0.0,,B,0.0071223169999999,B,B,1,264,0,NaN,0,1
168,8210,151652.71835987893,98,4,5.0,1991,2.0,47.69890152322699,32.685700152832595,5.0,,B,0.195781053,B,B,23,5212,6,NaN,3,2
169,15926,163294.26687864756,47,7,12.0,1991,2.0,49.28520088966932,31.84773289921996,6.0,,B,0.298204575,B,B,16,4048,3,NaN,1,3
170,4754,382132.46633171686,7,19,17.0,2010,3.0,81.46790925974453,76.64618193917563,10.0,2620.0,B,0.035145267,B,B,42,9292,3,NaN,0,3
171,6530,96536.08141302713,52,1,9.0,1991,1.0,32.827650993401186,18.07025420741528,5.0,750.0,B,0.371148999,B,B,34,7065,1,NaN,2,5
172,88,203210.74771527085,47,13,16.0,1991,2.0,56.92211600924483,30.73443216951549,8.0,,B,0.101872465,B,B,23,4583,3,NaN,3,3
173,5797,87411.57931617534,27,5,4.0,1991,1.0,47.17718354022401,,1.0,,B,0.07542368,B,B,11,3097,0,NaN,0,0
174,2354,154355.50345898638,6,11,17.0,1991,2.0,67.17058663420276,,1.0,540.0,B,0.2432045189999999,B,B,5,1564,0,NaN,0,0
175,1295,166286.85700694693,27,5,1.0,1991,3.0,82.51591138174317,45.37602404382972,1.0,,B,0.017647053,B,B,2,469,0,NaN,0,0
176,8715,190899.11107300356,80,6,20.0,1991,2.0,53.747253909003085,33.740065714737234,8.0,,B,0.0077202819999999,B,B,38,4788,2,NaN,0,4
177,9792,152774.5525512312,27,5,17.0,2015,2.0,62.64038950680821,34.998513481644245,10.0,,A,0.072157581,B,B,2,629,1,NaN,0,0
178,2423,119193.01216013577,57,7,5.0,1991,1.0,29.298167568168665,29.77078391154496,5.0,1406.0,A,0.133215333,B,B,49,11395,3,NaN,3,4
